Iso,City,Composer,Work,Start Date,Performances
bg,Stara Zagora,Puccini,Suor Angelica,2013-06-25,2
bg,Stara Zagora,Puccini,Tosca,2012-09-27,1
bg,Stara Zagora,Puccini,Turandot,2013-04-01,2
bg,Stara Zagora,Verdi,Don Carlos,2013-07-10,1
bg,Stara Zagora,Verdi,La traviata,2012-11-30,7
bg,Stara Zagora,Verdi,Nabucco,2012-10-24,3
bg,Stara Zagora,Verdi,Rigoletto,2013-02-15,2
bg,Svishtov,"Kalman, E",Die Csardasfurstin,2013-01-11,1
bg,Varna,Bizet,Carmen,2013-04-30,2
bg,Varna,Bizet,Carmen,2013-07-03,1
bg,Varna,Hadjiev,Loud Gidiya,2012-12-21,6
bg,Varna,"Kalman, E",Die Csardasfurstin,2012-09-24,7
bg,Varna,Lehar,Die lustige Witwe,2012-09-28,7
bg,Varna,Lehar,Die lustige Witwe,2013-08-17,1
bg,Varna,Puccini,La boheme,2013-03-07,3
bg,Varna,Puccini,Tosca,2013-01-18,2
bg,Varna,Rossini,Il barbiere di Siviglia,2012-10-17,4
bg,Varna,Rossini,Il barbiere di Siviglia,2013-08-19,1
bg,Varna,Rossini,Le comte Ory,2012-11-01,5
bg,Varna,Verdi,Aida,2012-11-06,3
bg,Varna,Verdi,Aida,2013-08-13,1
bg,Varna,Verdi,Don Carlos,2013-07-18,1
bg,Varna,Verdi,Ernani,2012-11-08,2
bg,Varna,Verdi,Falstaff,2013-04-03,4
bg,Varna,Verdi,Il trovatore,2013-07-24,1
bg,Varna,Verdi,La traviata,2012-10-12,5
bg,Varna,Verdi,La traviata,2013-07-08,2
bg,Varna,Verdi,Nabucco,2013-05-31,1
bg,Varna,Verdi,Rigoletto,2013-05-14,1
bg,Varna,Verdi,Un ballo in maschera,2013-05-17,1
br,Belem,Donizetti,L'elisir d'amore,2013-08-08,3
br,Belem,Humperdinck,Hansel und Gretel,2012-11-03,2
br,Belem,Mascagni,Cavalleria rusticana,2012-10-17,3
br,Belem,"Strauss, R",Salome,2012-11-24,3
br,Belem,Verdi,Il trovatore,2013-08-28,2
br,Belo Horizonte,"Park, C",Phaedra and Hippolytus,2013-04-15,2
br,Belo Horizonte,Puccini,Madama Butterfly,2013-05-01,4
br,Brasilia,Antunes,Olga,2013-07-03,3
br,Brasilia,Bizet,Carmen,2013-06-12,6
br,Manaus,Janacek,The Cunning Little Vixen,2013-04-28,3
br,Manaus,"Strauss, J",Die Fledermaus,2013-05-26,1
br,Manaus,Szymanowski,Krol Roger,2013-04-14,3
br,Manaus,Verdi,La traviata,2013-05-04,1
br,Manaus,Verdi,La traviata,2013-05-11,1
br,Manaus,Verdi,La traviata,2013-05-18,1
br,Manaus,Verdi,Un ballo in maschera,2013-04-16,4
br,Manaus,"Wagner, Richard",Parsifal,2013-05-16,3
br,Rio de Janeiro,Bellini,Il pirata,2012-10-01,1
br,Rio de Janeiro,Berlioz,La mort de Cleopatre,2013-06-14,1
br,Rio de Janeiro,Braga,Jupyra,2013-07-04,1
br,Rio de Janeiro,Britten,A Midsummer Night's Dream,2013-04-05,1
br,Rio de Janeiro,Lehar,Die lustige Witwe,2012-09-22,8
br,Rio de Janeiro,Mascagni,Cavalleria rusticana,2012-09-20,2
br,Rio de Janeiro,Mozart,Die Entfuhrung aus dem Serail,2013-05-16,1
br,Rio de Janeiro,Poulenc,La Voix humaine,2013-06-14,1
br,Rio de Janeiro,Rossini,Il turco in Italia,2013-08-16,2
br,Rio de Janeiro,Verdi,Aida,2013-04-20,5
br,Rio de Janeiro,Verdi,La traviata,2012-12-02,4
br,Rio de Janeiro,"Wagner, Richard",Die Walkure,2013-07-17,3
br,São Paulo,Britten,The Turn of the Screw,2013-06-16,4
br,São Paulo,Debussy,Pelleas et Melisande,2012-09-15,5
br,São Paulo,Gluck,Orfeo ed Euridice,2012-10-27,5
br,São Paulo,Korngold,Violanta,2012-10-13,6
br,São Paulo,Rossini,La cenerentola,2013-03-15,7
br,São Paulo,Stravinsky,Le Rossignol,2012-12-08,3
br,São Paulo,Stravinsky,The Rake's Progress,2013-06-12,4
br,São Paulo,Verdi,Aida,2013-08-09,10
br,São Paulo,Verdi,Macbeth,2012-11-23,5
br,São Paulo,Waters,Ca Ira,2013-05-02,4
br,São Paulo,Zemlinsky,Eine florentinische Tragodie,2012-10-13,6
by,Minsk,Bizet,Carmen,2012-11-16,5
by,Minsk,Borodin,Prince Igor,2012-09-25,5
by,Minsk,Donizetti,Rita,2012-09-05,3
by,Minsk,Donizetti,Rita,2013-06-23,1
by,Minsk,Mozart,Der Schauspieldirektor,2013-06-07,2
by,Minsk,Mozart,Die Zauberflote,2012-10-11,4
by,Minsk,Mozart,Le nozze di Figaro,2012-10-20,3
by,Minsk,Musorgsky,Khovanshchina,2012-11-27,1
by,Minsk,Petrova,Winnie-the-Pooh,2013-03-03,1
by,Minsk,Polskiy,The Little Tower Chamber,2012-11-04,2
by,Minsk,Puccini,La boheme,2012-11-15,3
by,Minsk,Puccini,Madama Butterfly,2012-10-13,6
by,Minsk,Puccini,Manon Lescaut,2013-01-08,2
by,Minsk,Puccini,Tosca,2012-12-04,5
by,Minsk,Puccini,Turandot,2013-04-29,4
by,Minsk,Rimsky-Korsakov,Kashchey the Deathless,2013-01-03,2
by,Minsk,Rossini,Il barbiere di Siviglia,2012-11-20,2
by,Minsk,Salieri,Prima la musica e poi le parole,2013-06-07,2
by,Minsk,Smolsky,The Grey Legend,2012-09-09,5
by,Minsk,Smolsky,The Grey Legend,2013-06-22,1
by,Minsk,"Tchaikovsky, P",Eugene Onegin,2012-09-13,4
by,Minsk,"Tchaikovsky, P",Iolanta,2012-09-30,9
by,Minsk,Verdi,Aida,2012-11-13,2
by,Minsk,Verdi,Il trovatore,2012-09-17,1
by,Minsk,Verdi,La traviata,2012-09-20,7
by,Minsk,Verdi,Nabucco,2012-09-23,7
by,Minsk,Verdi,Un ballo in maschera,2012-09-27,1
by,Minsk,"Wagner, Richard",Siegfried,2012-12-18,1
ca,Banff,Britten,Owen Wingrave,2013-08-08,3
ca,Calgary,Ravel,L'Heure espagnole,2013-05-03,4
ca,Calgary,Verdi,Falstaff,2013-02-02,3
ca,Calgary,Verdi,La traviata,2013-04-20,3
ca,Calgary,Verdi,Otello,2012-11-17,3
ca,Calgary,Wolf-Ferrari,Il segreto di Susanna,2013-05-03,4
ca,Edmonton,Offenbach,Les contes d'Hoffmann,2013-02-01,4
ca,Edmonton,"Palmer, J",Shelter,2012-11-15,4
ca,Edmonton,Sokolovic,Svadba,2013-01-12,5
ca,Edmonton,"Tchaikovsky, P",Eugene Onegin,2013-04-19,4
ca,Edmonton,Verdi,Aida,2012-10-19,4
ca,Hamilton,Bizet,Les Pecheurs de perles,2013-03-09,4
ca,Hamilton,Verdi,Rigoletto,2012-10-20,4
ca,Montreal,Heggie,Dead Man Walking,2013-03-09,4
ca,Montreal,Massenet,Manon,2013-05-18,4
ca,Montreal,Menotti,Amahl and the Night Visitors,2013-04-13,4
ca,Montreal,Menotti,The Old Maid and the Thief,2013-04-13,4
ca,Montreal,"Strauss, J",Die Fledermaus,2013-01-26,4
ca,Montreal,Verdi,La traviata,2012-09-15,4
ca,Montreal,"Wagner, Richard",Der fliegende Hollander,2012-11-10,4
ca,Ottawa,Puccini,La boheme,2012-09-08,4
ca,Ottawa,Rossini,La cenerentola,2012-11-03,4
ca,Ottawa,Verdi,La traviata,2013-03-21,2
ca,Québec,Ades,Powder her face,2013-08-01,3
ca,Québec,Berlioz,La Damnation de Faust,2013-07-25,4
ca,Québec,Offenbach,La vie parisienne,2013-05-11,4
ca,Québec,Verdi,La traviata,2012-10-20,4
ca,Toronto,Donizetti,Lucia di Lammermoor,2013-04-17,9
ca,Toronto,Handel,Orlando,2013-02-03,1
ca,Toronto,Lehar,Die lustige Witwe,2012-12-28,8
ca,Toronto,Massenet,Thais,2013-03-24,1
ca,Toronto,Mozart,Die Zauberflote,2013-04-06,6
ca,Toronto,Mozart,La clemenza di Tito,2013-02-03,9
ca,Toronto,Offenbach,La vie parisienne,2013-04-30,5
ca,Toronto,Poulenc,Dialogues des Carmelites,2013-05-08,8
ca,Toronto,Rossini,Armida,2012-11-25,1
ca,Toronto,"Strauss, J",Die Fledermaus,2012-10-04,11
ca,Toronto,"Strauss, R",Salome,2013-04-21,8
ca,Toronto,Verdi,Il trovatore,2012-09-29,10
ca,Toronto,"Wagner, Richard",Tristan und Isolde,2013-01-29,7
ca,Toronto,Weber,Der Freischutz,2012-10-27,6
ca,Vancouver,Mozart,Die Zauberflote,2013-03-09,6
ca,Vancouver,Puccini,La boheme,2012-10-20,5
ca,Vancouver,Tan,Tea,2013-05-04,4
ca,Victoria,Britten,Albert Herring,2013-02-07,4
ca,Victoria,Britten,Let's Make an Opera,2013-03-02,7
ca,Victoria,Britten,Noye's Fludde,2013-02-14,2
ca,Victoria,Puccini,Tosca,2013-04-04,5
ca,Victoria,Verdi,Macbeth,2012-10-04,5
ca,Winnipeg,Verdi,Aida,2013-04-13,3
ca,Winnipeg,Verdi,Rigoletto,2012-11-24,3
ch,Appenzell,Walton,The Bear,2013-06-07,1
ch,Avenches,Verdi,Nabucco,2013-07-05,6
ch,Baden,Lehar,Das Land des Lachelns,2013-02-23,1
ch,Baden,Mozart,Idomeneo re di Creta,2012-10-27,1
ch,Baden,"Tchaikovsky, P",Eugene Onegin,2012-12-01,1
ch,Basel,Britten,War Requiem,2013-05-16,9
ch,Basel,Handel,Ariodante,2012-10-24,3
ch,Basel,Haydn,Lo speziale,2012-11-08,6
ch,Basel,Humperdinck,Hansel und Gretel,2013-05-31,1
ch,Basel,Janacek,Kat'a Kabanova,2012-09-13,17
ch,Basel,Massenet,Manon,2013-02-07,13
ch,Basel,Mozart,Idomeneo re di Creta,2013-04-12,17
ch,Basel,Scartazzini,Der Sandmann,2012-10-20,9
ch,Basel,Verdi,Un ballo in maschera,2012-12-15,16
ch,Basel,Waits,The Black Rider,2012-11-15,22
ch,Basel,Zimmerlin,Ana Andromeda,2012-10-21,2
ch,Bern,Beethoven,Fidelio,2012-09-08,14
ch,Bern,Feldman,Neither,2013-04-19,4
ch,Bern,Handel,Il trionfo del tempo e del disinganno,2013-05-26,7
ch,Bern,Janacek,The Diary of One Who has Disappeared,2012-11-08,5
ch,Bern,Kats-Chernin,The Rage of Life,2013-05-11,8
ch,Bern,Mozart,Die Entfuhrung aus dem Serail,2013-03-02,14
ch,Bern,Rossini,La cenerentola,2012-11-18,14
ch,Bern,Verdi,Macbeth,2013-01-27,12
ch,Burgdorf,Lehar,Das Land des Lachelns,2013-01-10,1
ch,Burgdorf,Mozart,Idomeneo re di Creta,2012-10-18,1
ch,Burgdorf,Piccinni,La Cecchina,2013-05-02,1
ch,Burgdorf,"Tchaikovsky, P",Eugene Onegin,2012-11-29,1
ch,Düdingen,Verdi,Rigoletto,2013-04-20,1
ch,Fribourg,Donizetti,Le convenienze ed inconvenienze teatrali,2012-12-31,6
ch,Genève,"Dvorak, A",Rusalka,2013-06-13,6
ch,Genève,Fenelon,JJR (Citoyen de Geneve),2012-09-11,7
ch,Genève,Haydn,Lo speziale,2013-07-09,4
ch,Genève,Honegger,Les aventures du roi Pausole,2012-12-12,8
ch,Genève,Mozart,Der Schauspieldirektor,2013-05-05,2
ch,Genève,Puccini,Madama Butterfly,2013-04-20,6
ch,Genève,Rossini,Il barbiere di Siviglia,2012-09-10,4
ch,Genève,Saint-Saens,Samson et Dalila,2012-11-07,6
ch,Genève,Verdi,La traviata,2013-01-28,10
ch,Genève,"Wagner, Richard",Das Rheingold,2013-03-09,6
ch,Hombrechtikon,Suppe,Boccaccio,2012-09-08,21
ch,La Chaux-de-Fonds,Berlioz,La Damnation de Faust,2013-04-21,1
ch,Langenthal,Verdi,Rigoletto,2013-03-23,1
ch,Lausanne,Donizetti,L'elisir d'amore,2012-10-05,5
ch,Lausanne,Donizetti,Le convenienze ed inconvenienze teatrali,2013-02-08,2
ch,Lausanne,Ibert,L'Aiglon,2013-04-21,4
ch,Lausanne,Lully,Phaeton,2012-10-26,1
ch,Lausanne,Mozart,Le nozze di Figaro,2013-06-07,5
ch,Lausanne,Offenbach,Orphee aux enfers,2012-12-23,5
ch,Lausanne,Puccini,Tosca,2013-03-17,5
ch,Lausanne,Rota,Aladino e la lampada magica,2013-01-25,5
ch,Lausanne,Vinci,L'Artaserse,2012-11-23,2
ch,Luzern,Czernowin,Pnima,2013-08-29,1
ch,Luzern,Maderna,Satyricon,2013-02-23,8
ch,Luzern,Monteverdi,Il ritorno d'Ulisse in patria,2013-04-19,10
ch,Luzern,Mozart,La clemenza di Tito,2012-09-09,14
ch,Luzern,Mozart,La clemenza di Tito,2012-09-09,3
ch,Luzern,Rossini,La cenerentola,2013-06-02,5
ch,Luzern,Verdi,La traviata,2013-01-12,19
ch,Luzern,"Wagner, Richard",Das Rheingold,2013-08-30,1
ch,Luzern,Wertmuller,Anschlag,2013-08-17,1
ch,Luzern,Zimmerlin,Ana Andromeda,2012-09-14,1
ch,Moutier,Handel,Giulio Cesare in Egitto,2013-06-26,4
ch,Neuchâtel,Berlioz,La Damnation de Faust,2013-03-19,1
ch,Neuchâtel,Berlioz,La Damnation de Faust,2013-04-18,1
ch,Olten,Lehar,Das Land des Lachelns,2013-01-29,1
ch,Olten,Mozart,Idomeneo re di Creta,2012-09-27,1
ch,Olten,Verdi,Rigoletto,2013-03-05,1
ch,Pfäffikon,Verdi,Aida,2013-08-09,7
ch,Schaffhausen,Verdi,Rigoletto,2013-03-11,2
ch,Schenkenberg,Verdi,Il trovatore,2013-08-13,11
ch,Solothurn,Lehar,Das Land des Lachelns,2012-12-20,5
ch,Solothurn,Lehar,Das Land des Lachelns,2013-07-02,2
ch,Solothurn,Mozart,Idomeneo re di Creta,2012-10-06,5
ch,Solothurn,Piccinni,La Cecchina,2013-04-17,5
ch,Solothurn,"Tchaikovsky, P",Eugene Onegin,2012-11-21,6
ch,Solothurn,Verdi,Aida,2013-06-28,1
ch,Solothurn,Verdi,Don Carlos,2013-07-05,1
ch,Solothurn,Verdi,Requiem,2013-06-27,1
ch,Solothurn,Verdi,Rigoletto,2013-03-09,4
ch,Solothurn,Verdi,Rigoletto,2013-06-29,1
ch,Solothurn,Verdi,Un ballo in maschera,2013-06-30,2
ch,St Gallen,Catalani,La Wally,2012-10-20,11
ch,St Gallen,Duit,Ja Schatz,2012-09-21,1
ch,St Gallen,Jenkins,Eloise,2013-03-15,8
ch,St Gallen,Mitterer,Faust - Ein Requiem,2013-06-01,3
ch,St Gallen,Mozart,Die Zauberflote,2012-09-26,7
ch,St Gallen,Mozart,La finta giardiniera,2013-02-02,10
ch,St Gallen,"Strauss, J",Eine Nacht in Venedig,2012-12-22,21
ch,St Gallen,"Strauss, R",Ariadne auf Naxos,2013-05-04,8
ch,St Gallen,Verdi,Attila,2013-06-21,7
ch,St Gallen,Verdi,La forza del destino,2013-03-08,3
ch,St Gallen,Verdi,Rigoletto,2012-09-15,16
ch,St Gallen,Verdi,Un ballo in maschera,2013-02-27,8
ch,St Moritz,Mozart,Don Giovanni,2013-06-29,8
ch,Thun,Mozart,Idomeneo re di Creta,2012-11-16,1
ch,Thun,"Tchaikovsky, P",Eugene Onegin,2012-12-21,1
ch,Verbier,Rossini,Il barbiere di Siviglia,2013-08-04,1
ch,Verbier,Verdi,Requiem,2013-08-01,1
ch,Vernier,Verdi,Rigoletto,2013-05-31,3
ch,Vevey,Mozart,Idomeneo re di Creta,2012-11-13,1
ch,Vevey,Piccinni,La Cecchina,2013-05-22,1
ch,Visp,"Tchaikovsky, P",Eugene Onegin,2013-01-12,1
ch,Visp,Verdi,La traviata,2013-03-16,1
ch,Visp,Verdi,Rigoletto,2013-05-25,1
ch,Winterthur,Lehar,Das Land des Lachelns,2013-01-22,4
ch,Winterthur,Smetana,Tajemstvi,2013-05-04,2
ch,Würenlos,Walton,The Bear,2012-11-24,1
ch,Zurich,Bellini,La straniera,2013-06-23,6
ch,Zurich,Bizet,Carmen,2013-03-08,4
ch,Zurich,Donizetti,Lucia di Lammermoor,2012-10-21,6
ch,Zurich,Donizetti,Roberto Devereux,2012-09-28,4
ch,Zurich,"Dvorak, A",Rusalka,2013-06-02,4
ch,Zurich,Eotvos,Tri Sestri,2013-03-09,7
ch,Zurich,Handel,Rinaldo,2013-04-12,4
ch,Zurich,Handel,Sale,2012-11-04,10
ch,Zurich,Janacek,Jenufa,2012-09-23,10
ch,Zurich,Leoncavallo,Pagliacci,2013-01-01,3
ch,Zurich,Leoncavallo,Prestami tua moglie,2013-01-31,4
ch,Zurich,Mascagni,Cavalleria rusticana,2013-01-01,4
ch,Zurich,Mozart,Cosi fan tutte,2013-02-07,5
ch,Zurich,Mozart,Die Entfuhrung aus dem Serail,2012-12-16,7
ch,Zurich,Mozart,Don Giovanni,2013-05-26,11
ch,Zurich,Mozart,Le nozze di Figaro,2012-11-06,6
ch,Zurich,Puccini,La boheme,2013-02-15,4
ch,Zurich,Puccini,Madama Butterfly,2013-03-14,5
ch,Zurich,Puccini,Tosca,2012-09-29,7
ch,Zurich,Rossini,La scala di seta,2013-01-19,4
ch,Zurich,Schwemmer,Die Schatzinsel,2012-11-07,17
ch,Zurich,Shostakovich,Lady Macbeth of Mtsensk,2013-04-07,10
ch,Zurich,"Strauss, R",Der Rosenkavalier,2013-06-30,4
ch,Zurich,"Strauss, R",Salome,2012-09-27,6
ch,Zurich,Telemann,Der geduldige Sokrates,2013-04-25,6
ch,Zurich,Verdi,Falstaff,2013-04-26,6
ch,Zurich,Verdi,La traviata,2013-05-05,5
ch,Zurich,Verdi,Rigoletto,2013-02-03,10
ch,Zurich,Verdi,Un ballo in maschera,2012-11-24,6
ch,Zurich,"Wagner, Richard",Das Rheingold,2013-06-26,2
ch,Zurich,"Wagner, Richard",Der fliegende Hollander,2012-12-09,13
ch,Zurich,"Wagner, Richard",Parsifal,2013-03-23,3
ch,Zurich,"Wagner, Richard",Tannhauser,2013-01-13,4
ch,Zurich,Walton,The Bear,2012-11-11,1
ch,Zurich,Walton,The Bear,2013-06-05,1
ch,Zürich,Leoncavallo,Prestami tua moglie,2013-04-05,3
cl,Santiago,Britten,Billy Budd,2013-08-16,5
cl,Santiago,Gounod,Romeo et Juliette,2013-07-20,6
cl,Santiago,Mozart,Don Giovanni,2012-10-25,4
cl,Santiago,Orff,Carmina Burana,2013-03-12,2
cl,Santiago,Rossini,Il barbiere di Siviglia,2013-06-22,6
cl,Santiago,Verdi,Attila,2012-09-20,4
cl,Santiago,Verdi,La traviata,2012-12-21,1
cl,Santiago,"Wagner, Richard",Parsifal,2013-05-16,5
cn,Beijing,Bizet,Carmen,2013-02-21,4
cn,Beijing,Mozart,Le nozze di Figaro,2013-08-15,4
cn,Beijing,Offenbach,Les contes d'Hoffmann,2013-01-31,4
cn,Beijing,Rossini,Il barbiere di Siviglia,2013-07-18,4
cn,Beijing,Verdi,Nabucco,2013-05-22,5
cn,Beijing,Verdi,Otello,2013-04-11,4
cn,Beijing,"Wagner, Richard",Der fliegende Hollander,2013-04-25,4
cn,Beijing,"Wagner, Richard",Lohengrin,2012-12-04,2
cn,Shanghai,Donizetti,L'elisir d'amore,2012-11-16,2
cn,Shanghai,Puccini,La boheme,2012-10-18,3
co,Bogota,Beethoven,Symphony 9,2013-07-20,1
co,Bogota,Guerrero,Los Gavilanes,2013-04-19,3
co,Bogota,Moreno Torroba,Luisa Fernanda,2013-04-26,3
co,Bogota,Mozart,Le nozze di Figaro,2012-09-20,4
co,Bogota,Puccini,La boheme,2012-10-18,4
co,Bogota,Soutullo,La Leyenda del Beso,2013-05-03,3
co,Bogota,Verdi,La traviata,2013-06-14,2
co,Bogota,"Wagner, Richard",Tannhauser,2013-07-13,3
cr,San José,Leoncavallo,Pagliacci,2013-06-16,8
cr,San José,Mascagni,Cavalleria rusticana,2013-06-16,8
cy,Pafos,Verdi,Otello,2012-09-07,3
cz,Brno,Bizet,Carmen,2012-09-15,5
cz,Brno,Britten,A Midsummer Night's Dream,2013-03-08,6
cz,Brno,"Dvorak, A",Rusalka,2012-10-05,8
cz,Brno,Hanzlik,La Dafne,2012-09-16,10
cz,Brno,Haydn,Die Schopfung,2013-01-17,4
cz,Brno,Haydn,Lo speziale,2013-02-12,2
cz,Brno,Janacek,Jenufa,2013-02-01,3
cz,Brno,Janacek,Kat'a Kabanova,2012-11-25,1
cz,Brno,Janacek,Osud,2012-11-16,5
cz,Brno,Janacek,The Cunning Little Vixen,2012-09-07,3
cz,Brno,Korngold,Das Wunder der Heliane,2012-09-27,4
cz,Brno,Mozart,Don Giovanni,2013-05-17,5
cz,Brno,Offenbach,La Perichole,2012-09-09,6
cz,Brno,Puccini,Madama Butterfly,2013-01-25,5
cz,Brno,Puccini,Turandot,2012-09-11,8
cz,Brno,Smetana,Prodana nevesta,2012-10-28,7
cz,Brno,"Strauss, J",Die Fledermaus,2013-03-22,4
cz,Brno,Streul,Papageno spielt auf der Zauberflote,2012-10-02,2
cz,Brno,"Tchaikovsky, P",Eugene Onegin,2012-12-01,5
cz,Brno,Verdi,Aida,2012-10-30,5
cz,Brno,Verdi,I vespri siciliani,2013-01-11,8
cz,Brno,Verdi,La traviata,2012-10-16,5
cz,Brno,Verdi,Nabucco,2012-09-19,6
cz,Ceské Budějovice,Donizetti,Don Pasquale,2013-04-08,1
cz,Ceské Budějovice,Herve,Mam'zelle Nitouche,2013-03-25,2
cz,Ceské Budějovice,Leoncavallo,Pagliacci,2013-03-28,2
cz,Ceské Budějovice,Mozart,Die Entfuhrung aus dem Serail,2012-12-14,4
cz,Ceské Budějovice,Offenbach,Orphee aux enfers,2013-02-15,4
cz,Ceské Budějovice,Verdi,Rigoletto,2012-09-27,3
cz,Ceské Budějovice,Verdi,Rigoletto,2013-07-25,6
cz,Liberec,Bizet,Carmen,2012-10-30,1
cz,Liberec,Lehar,Die lustige Witwe,2012-10-20,3
cz,Liberec,Massenet,Don Quichotte,2012-11-23,3
cz,Liberec,Offenbach,Robinson Crusoe,2012-09-21,6
cz,Liberec,Puccini,Madama Butterfly,2012-10-13,1
cz,Liberec,Rubinstein,Der Damon,2012-10-31,1
cz,Liberec,Smetana,Prodana nevesta,2013-02-17,2
cz,Liberec,"Strauss, J",Die Fledermaus,2013-02-01,4
cz,Liberec,Verdi,La forza del destino,2013-05-24,1
cz,Liberec,Verdi,La traviata,2012-10-07,5
cz,Liberec,Verdi,Nabucco,2012-10-09,2
cz,Liberec,Weber,Der Freischutz,2012-10-18,4
cz,Litomysl,"Dvorak, A",Jakobin,2013-06-28,1
cz,Litomysl,Mozart,Don Giovanni,2013-06-22,1
cz,Litomysl,Purcell,The Fairy Queen,2013-06-30,5
cz,Litomysl,Smetana,The Two Widows,2013-06-29,1
cz,Litomysl,Verdi,I vespri siciliani,2013-06-21,1
cz,Litomysl,Verdi,Otello,2013-06-15,1
cz,Olomouc,Bizet,Carmen,2013-04-21,2
cz,Olomouc,Donizetti,Lucia di Lammermoor,2012-12-14,3
cz,Olomouc,Nedbal,Polenblut,2013-05-04,2
cz,Olomouc,Puccini,Turandot,2013-06-07,1
cz,Olomouc,Smetana,Prodana nevesta,2013-04-27,1
cz,Olomouc,"Strauss, J",Die Fledermaus,2013-02-22,4
cz,Opava,"Benes, Jara",Ulicnice,2012-09-08,11
cz,Opava,Bizet,Les Pecheurs de perles,2012-09-14,5
cz,Opava,"Dvorak, A",Cert a Kaca,2013-02-24,8
cz,Opava,Humperdinck,Hansel und Gretel,2012-11-19,4
cz,Opava,Lehar,Paganini,2012-10-06,2
cz,Opava,Rossini,Il barbiere di Siviglia,2013-04-21,5
cz,Opava,"Strauss, J",Die Fledermaus,2012-12-16,10
cz,Opava,Verdi,La traviata,2012-09-07,4
cz,Opava,Verdi,Nabucco,2012-10-14,12
cz,Ostrava,Britten,Let's Make an Opera,2012-09-12,11
cz,Ostrava,Catalani,La Wally,2012-09-20,13
cz,Ostrava,Donizetti,Anna Bolena,2013-06-06,4
cz,Ostrava,"Dvorak, A",Armida,2012-10-04,8
cz,Ostrava,Giordano,Fedora,2013-01-17,2
cz,Ostrava,Gounod,Romeo et Juliette,2013-01-27,2
cz,Ostrava,Janacek,Kat'a Kabanova,2012-11-15,12
cz,Ostrava,Janacek,Vec Makropulos,2013-01-09,2
cz,Ostrava,Offenbach,Orphee aux enfers,2012-10-12,4
cz,Ostrava,Puccini,La boheme,2012-12-06,4
cz,Ostrava,Smetana,Prodana nevesta,2012-09-28,5
cz,Ostrava,"Strauss, J",Eine Nacht in Venedig,2012-12-20,17
cz,Ostrava,Verdi,La traviata,2013-02-13,2
cz,Ostrava,Verdi,Nabucco,2012-09-29,9
cz,Ostrava,"Wagner, Richard",Lohengrin,2013-03-07,8
cz,Plzen,"Benes, Jara",Ruze z Argentiny,2012-10-14,13
cz,Plzen,Borodin,Prince Igor,2012-12-11,1
cz,Plzen,Donizetti,L'elisir d'amore,2012-09-25,7
cz,Plzen,Glass,In the Penal Colony,2012-09-30,1
cz,Plzen,Gounod,Faust,2013-01-19,12
cz,Plzen,Mozart,Die Zauberflote,2012-12-22,3
cz,Plzen,Mozart,Don Giovanni,2012-09-21,7
cz,Plzen,Nedbal,Polenblut,2013-02-23,9
cz,Plzen,Ponchielli,La Gioconda,2012-09-05,18
cz,Plzen,Poulenc,La Voix humaine,2013-03-16,4
cz,Plzen,Puccini,Tosca,2013-04-06,6
cz,Plzen,Puccini,Turandot,2012-09-29,4
cz,Plzen,Smetana,Tajemstvi,2012-10-27,19
cz,Plzen,"Strauss, J",Die Fledermaus,2012-10-06,5
cz,Plzen,Verdi,Rigoletto,2012-09-09,3
cz,Praha,Bizet,Carmen,2012-09-15,15
cz,Praha,Bizet,Carmen,2012-09-20,11
cz,Praha,Brezina,Tomorrow there will be...,2012-09-25,6
cz,Praha,Debussy,Pelleas et Melisande,2012-09-30,7
cz,Praha,Donizetti,L'elisir d'amore,2012-10-05,8
cz,Praha,"Dvorak, A",Cert a Kaca,2012-11-04,6
cz,Praha,"Dvorak, A",Jakobin,2012-09-04,13
cz,Praha,"Dvorak, A",Rusalka,2012-09-13,12
cz,Praha,"Dvorak, A",Rusalka,2012-09-18,11
cz,Praha,Franz,The War with the Newts,2013-01-10,5
cz,Praha,Gluck,Orfeo ed Euridice,2013-02-02,6
cz,Praha,Ivanovic,Carokraj,2012-09-08,14
cz,Praha,Ivanovic,Carokraj,2013-08-27,5
cz,Praha,Janacek,Jenufa,2013-01-31,4
cz,Praha,Janacek,Kat'a Kabanova,2012-10-16,3
cz,Praha,Leoncavallo,Pagliacci,2012-09-16,9
cz,Praha,Martinu,The Plays of Mary,2013-04-17,2
cz,Praha,Mascagni,Cavalleria rusticana,2012-09-16,9
cz,Praha,Mozart,Cosi fan tutte,2012-09-22,10
cz,Praha,Mozart,Die Entfuhrung aus dem Serail,2012-08-31,3
cz,Praha,Mozart,Die Zauberflote,2012-08-24,14
cz,Praha,Mozart,Die Zauberflote,2012-10-07,13
cz,Praha,Mozart,Don Giovanni,2012-08-25,25
cz,Praha,Mozart,Don Giovanni,2013-08-23,1
cz,Praha,Mozart,Le nozze di Figaro,2012-09-17,7
cz,Praha,Mozart,Le nozze di Figaro,2013-08-24,1
cz,Praha,Myslivecek,L'olimpiade,2013-05-02,3
cz,Praha,Offenbach,Les contes d'Hoffmann,2012-09-03,4
cz,Praha,Puccini,La boheme,2012-09-06,14
cz,Praha,Puccini,Madama Butterfly,2012-09-04,10
cz,Praha,Puccini,Tosca,2012-09-12,12
cz,Praha,Puccini,Turandot,2012-09-09,10
cz,Praha,Rossini,Il barbiere di Siviglia,2012-11-06,8
cz,Praha,Smetana,Libuse,2012-10-28,2
